link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_arakawa/nc_78137976/,クレヴィア南千住ＴＥＲＲＡＣＥ,2026-01-05,7580万円,東京都荒川区南千住１,都電荒川線「荒川一中前」徒歩5分,70.44m2（21.30坪）（壁芯）,3LDK,16.5m2,2014年2月
/ms/chuko/tokyo/sc_arakawa/nc_78571189/,メイツ町屋,2026-01-05,7590万円,東京都荒川区東尾久３,日暮里・舎人ライナー「赤土小学校前」徒歩6分,84.36m2（壁芯）,4LDK,14.82m2,1998年3月
/ms/chuko/tokyo/sc_arakawa/nc_78579247/,クレヴィア町屋,2026-01-05,7699万円,東京都荒川区町屋３,都電荒川線「町屋駅前」徒歩8分,61.76m2（18.68坪）,2LDK,12.87m2,2016年2月
/ms/chuko/tokyo/sc_arakawa/nc_78897800/,トキアス,2026-01-05,7780万円,東京都荒川区南千住８,東京メトロ日比谷線「南千住」徒歩10分,71.15m2（21.52坪）（壁芯）,3LDK,12.2m2,2005年1月
/ms/chuko/tokyo/sc_arakawa/nc_77087285/,コスモシティ東京イースト,2026-01-05,7880万円,東京都荒川区南千住７,ＪＲ常磐線「南千住」徒歩6分,72m2（21.77坪）（壁芯）,2LDK+S（納戸）,33m2,2002年2月
/ms/chuko/tokyo/sc_arakawa/nc_78117312/,ライオンズ鶯谷マークスフォート,2026-01-05,7980万円,東京都荒川区東日暮里４,東京メトロ日比谷線「三ノ輪」徒歩10分,66.19m2（壁芯）,3LDK,22.82m2,2010年11月
/ms/chuko/tokyo/sc_arakawa/nc_77279997/,リストレジデンス西日暮里弐番館,2026-01-05,7980万円,東京都荒川区西日暮里６,東京メトロ千代田線「西日暮里」徒歩10分,71.67m2（21.68坪）（壁芯）,3LDK,14.25m2,2011年8月
/ms/chuko/tokyo/sc_arakawa/nc_78938976/,シエリア町屋,2026-01-05,7980万円,東京都荒川区荒川５,京成本線「新三河島」徒歩6分,53.33m2,2LDK,4.29m2,2021年10月
/ms/chuko/tokyo/sc_arakawa/nc_79095982/,ライオンズ町屋レリアシティ,2026-01-05,8380万円,東京都荒川区町屋１,京成本線「町屋」徒歩5分,64.08m2（19.38坪）（壁芯）,2LDK,8.22m2,2019年2月
/ms/chuko/tokyo/sc_arakawa/nc_78765146/,アクロシティタワーズ,2026-01-05,8680万円,東京都荒川区南千住６,ＪＲ常磐線「南千住」徒歩16分,124.75m2（37.73坪）（壁芯）,3LDK,55.61m2,1992年10月
/ms/chuko/tokyo/sc_arakawa/nc_79105219/,トキアス,2026-01-05,8790万円,東京都荒川区南千住８,東京メトロ日比谷線「南千住」徒歩10分,75.49m2（22.83坪）（壁芯）,3LDK,13m2,2005年1月
